,height,width,xmin,ymin,xmax,ymax,label
24850.png,14.0,7.0,28.0,1.0,35.0,15.0,8.0
24850.png,14.0,9.0,35.0,1.0,44.0,15.0,3.0
24851.png,34.0,22.0,33.0,1.0,55.0,35.0,3.0
24851.png,34.0,18.0,55.0,1.0,73.0,35.0,7.0
24852.png,21.0,9.0,23.0,6.0,32.0,27.0,1.0
24852.png,21.0,10.0,31.0,3.0,41.0,24.0,9.0
24853.png,13.0,4.0,18.0,5.0,22.0,18.0,1.0
24853.png,13.0,6.0,25.0,5.0,31.0,18.0,3.0
24853.png,13.0,6.0,33.0,6.0,39.0,19.0,10.0
24853.png,13.0,3.0,42.0,7.0,45.0,20.0,1.0
24854.png,28.0,19.0,22.0,4.0,41.0,32.0,4.0
24854.png,28.0,20.0,41.0,4.0,61.0,32.0,6.0
24855.png,18.0,9.0,15.0,1.0,24.0,19.0,7.0
24855.png,18.0,9.0,24.0,1.0,33.0,19.0,2.0
24856.png,17.0,3.0,20.0,4.0,23.0,21.0,1.0
24856.png,17.0,8.0,24.0,3.0,32.0,20.0,6.0
24857.png,21.0,13.0,32.0,7.0,45.0,28.0,9.0
24858.png,48.0,18.0,49.0,8.0,67.0,56.0,1.0
24858.png,48.0,24.0,70.0,11.0,94.0,59.0,8.0
24858.png,48.0,25.0,98.0,9.0,123.0,57.0,8.0
24858.png,48.0,31.0,125.0,13.0,156.0,61.0,3.0
24859.png,24.0,12.0,22.0,3.0,34.0,27.0,6.0
24859.png,24.0,13.0,36.0,4.0,49.0,28.0,4.0
24860.png,26.0,9.0,30.0,5.0,39.0,31.0,1.0
24860.png,26.0,16.0,39.0,6.0,55.0,32.0,2.0
24860.png,26.0,15.0,56.0,3.0,71.0,29.0,5.0
24861.png,20.0,6.0,26.0,5.0,32.0,25.0,1.0
24861.png,20.0,9.0,31.0,6.0,40.0,26.0,2.0
24862.png,20.0,8.0,27.0,4.0,35.0,24.0,1.0
24862.png,20.0,12.0,34.0,5.0,46.0,25.0,2.0
24863.png,42.0,22.0,86.0,26.0,108.0,68.0,6.0
24863.png,42.0,25.0,108.0,27.0,133.0,69.0,2.0
24864.png,29.0,18.0,119.0,42.0,137.0,71.0,2.0
24864.png,29.0,21.0,133.0,40.0,154.0,69.0,3.0
24864.png,29.0,16.0,151.0,36.0,167.0,65.0,7.0
24865.png,23.0,11.0,16.0,0.0,27.0,23.0,3.0
24865.png,23.0,12.0,27.0,0.0,39.0,23.0,10.0
24865.png,23.0,11.0,39.0,3.0,50.0,26.0,8.0
24866.png,36.0,17.0,39.0,11.0,56.0,47.0,7.0
24866.png,36.0,15.0,59.0,11.0,74.0,47.0,10.0
24867.png,33.0,17.0,29.0,4.0,46.0,37.0,6.0
24867.png,33.0,17.0,45.0,4.0,62.0,37.0,10.0
24868.png,25.0,11.0,27.0,6.0,38.0,31.0,2.0
24868.png,25.0,13.0,37.0,6.0,50.0,31.0,3.0
24868.png,25.0,13.0,51.0,7.0,64.0,32.0,3.0
24869.png,43.0,30.0,37.0,10.0,67.0,53.0,1.0
24869.png,43.0,42.0,62.0,6.0,104.0,49.0,2.0
24869.png,43.0,33.0,106.0,7.0,139.0,50.0,10.0
24870.png,28.0,10.0,31.0,6.0,41.0,34.0,2.0
24870.png,28.0,9.0,40.0,8.0,49.0,36.0,9.0
24871.png,38.0,28.0,42.0,6.0,70.0,44.0,2.0
24871.png,38.0,24.0,73.0,8.0,97.0,46.0,6.0
24871.png,38.0,36.0,97.0,8.0,133.0,46.0,5.0
24872.png,27.0,13.0,28.0,7.0,41.0,34.0,8.0
24872.png,27.0,13.0,42.0,8.0,55.0,35.0,5.0
24873.png,21.0,8.0,41.0,9.0,49.0,30.0,1.0
24873.png,21.0,13.0,50.0,8.0,63.0,29.0,6.0
24873.png,21.0,12.0,63.0,6.0,75.0,27.0,10.0
24874.png,15.0,5.0,23.0,6.0,28.0,21.0,1.0
24874.png,15.0,5.0,29.0,5.0,34.0,20.0,10.0
24875.png,15.0,7.0,16.0,6.0,23.0,21.0,4.0
24875.png,15.0,7.0,23.0,5.0,30.0,20.0,3.0
24876.png,19.0,6.0,18.0,1.0,24.0,20.0,2.0
24876.png,19.0,7.0,24.0,1.0,31.0,20.0,7.0
24876.png,19.0,4.0,33.0,2.0,37.0,21.0,6.0
24877.png,33.0,16.0,39.0,16.0,55.0,49.0,2.0
24877.png,33.0,10.0,56.0,10.0,66.0,43.0,1.0
24877.png,33.0,17.0,67.0,8.0,84.0,41.0,10.0
24878.png,44.0,22.0,44.0,9.0,66.0,53.0,4.0
24878.png,44.0,22.0,72.0,10.0,94.0,54.0,8.0
24879.png,38.0,17.0,65.0,24.0,82.0,62.0,1.0
24879.png,38.0,21.0,79.0,11.0,100.0,49.0,1.0
24880.png,34.0,17.0,41.0,7.0,58.0,41.0,7.0
24880.png,34.0,8.0,59.0,6.0,67.0,40.0,8.0
24881.png,24.0,11.0,26.0,2.0,37.0,26.0,6.0
24881.png,24.0,13.0,39.0,3.0,52.0,27.0,7.0
24882.png,21.0,8.0,21.0,4.0,29.0,25.0,8.0
24883.png,22.0,13.0,27.0,4.0,40.0,26.0,9.0
24884.png,29.0,13.0,31.0,9.0,44.0,38.0,7.0
24884.png,29.0,14.0,43.0,9.0,57.0,38.0,3.0
24885.png,38.0,26.0,51.0,8.0,77.0,46.0,3.0
24885.png,38.0,16.0,77.0,13.0,93.0,51.0,1.0
24886.png,32.0,17.0,40.0,11.0,57.0,43.0,3.0
24886.png,32.0,11.0,55.0,11.0,66.0,43.0,1.0
24886.png,32.0,12.0,65.0,11.0,77.0,43.0,3.0
24887.png,32.0,12.0,59.0,17.0,71.0,49.0,4.0
24887.png,32.0,11.0,70.0,19.0,81.0,51.0,1.0
24888.png,27.0,16.0,27.0,5.0,43.0,32.0,8.0
24889.png,22.0,12.0,19.0,2.0,31.0,24.0,3.0
24889.png,22.0,11.0,30.0,1.0,41.0,23.0,9.0
24890.png,53.0,23.0,115.0,30.0,138.0,83.0,4.0
24890.png,53.0,31.0,135.0,26.0,166.0,79.0,3.0
24891.png,30.0,16.0,29.0,8.0,45.0,38.0,4.0
24891.png,30.0,14.0,43.0,7.0,57.0,37.0,9.0
24892.png,16.0,9.0,17.0,4.0,26.0,20.0,8.0
24893.png,18.0,8.0,29.0,2.0,37.0,20.0,3.0
24894.png,20.0,8.0,20.0,2.0,28.0,22.0,3.0
24894.png,20.0,7.0,28.0,3.0,35.0,23.0,9.0
24895.png,27.0,8.0,57.0,20.0,65.0,47.0,2.0
24895.png,27.0,11.0,64.0,21.0,75.0,48.0,4.0
24895.png,27.0,9.0,71.0,21.0,80.0,48.0,7.0
24896.png,20.0,7.0,25.0,6.0,32.0,26.0,1.0
24897.png,17.0,13.0,34.0,14.0,47.0,31.0,7.0
24897.png,17.0,10.0,48.0,12.0,58.0,29.0,2.0
24897.png,17.0,9.0,58.0,9.0,67.0,26.0,4.0
24898.png,26.0,14.0,36.0,9.0,50.0,35.0,3.0
24898.png,26.0,14.0,51.0,8.0,65.0,34.0,2.0
24898.png,26.0,14.0,67.0,8.0,81.0,34.0,7.0
24899.png,26.0,12.0,94.0,63.0,106.0,89.0,1.0
24899.png,26.0,13.0,101.0,50.0,114.0,76.0,6.0
24900.png,38.0,18.0,47.0,14.0,65.0,52.0,2.0
24900.png,38.0,19.0,66.0,10.0,85.0,48.0,4.0
24901.png,46.0,23.0,42.0,7.0,65.0,53.0,9.0
24901.png,46.0,19.0,63.0,7.0,82.0,53.0,5.0
24902.png,33.0,17.0,47.0,14.0,64.0,47.0,4.0
24902.png,33.0,15.0,63.0,15.0,78.0,48.0,5.0
24902.png,33.0,18.0,75.0,14.0,93.0,47.0,2.0
24903.png,40.0,21.0,34.0,4.0,55.0,44.0,2.0
24903.png,40.0,18.0,53.0,1.0,71.0,41.0,1.0
24904.png,19.0,7.0,27.0,6.0,34.0,25.0,1.0
24905.png,15.0,11.0,12.0,1.0,23.0,16.0,5.0
24906.png,37.0,11.0,35.0,2.0,46.0,39.0,1.0
24906.png,37.0,18.0,49.0,4.0,67.0,41.0,5.0
24906.png,37.0,17.0,69.0,4.0,86.0,41.0,8.0
24907.png,65.0,22.0,95.0,9.0,117.0,74.0,1.0
24907.png,65.0,23.0,121.0,15.0,144.0,80.0,5.0
24907.png,65.0,23.0,152.0,15.0,175.0,80.0,8.0
24908.png,22.0,20.0,12.0,1.0,32.0,23.0,4.0
24909.png,43.0,22.0,33.0,1.0,55.0,44.0,2.0
24909.png,43.0,17.0,57.0,1.0,74.0,44.0,7.0
24909.png,43.0,17.0,79.0,1.0,96.0,44.0,6.0
24910.png,35.0,16.0,51.0,5.0,67.0,40.0,4.0
24911.png,20.0,9.0,25.0,5.0,34.0,25.0,2.0
24911.png,20.0,9.0,32.0,5.0,41.0,25.0,5.0
24912.png,72.0,33.0,117.0,24.0,150.0,96.0,4.0
24912.png,72.0,32.0,152.0,15.0,184.0,87.0,10.0
24913.png,24.0,11.0,22.0,3.0,33.0,27.0,2.0
24913.png,24.0,9.0,34.0,3.0,43.0,27.0,6.0
24914.png,47.0,29.0,41.0,7.0,70.0,54.0,5.0
24914.png,47.0,21.0,67.0,8.0,88.0,55.0,1.0
24915.png,21.0,11.0,18.0,3.0,29.0,24.0,8.0
24915.png,21.0,12.0,31.0,3.0,43.0,24.0,2.0
24916.png,39.0,18.0,97.0,31.0,115.0,70.0,6.0
24916.png,39.0,22.0,117.0,24.0,139.0,63.0,3.0
24916.png,39.0,20.0,136.0,9.0,156.0,48.0,4.0
24917.png,26.0,14.0,23.0,3.0,37.0,29.0,2.0
24917.png,26.0,12.0,36.0,2.0,48.0,28.0,7.0
24917.png,26.0,15.0,45.0,3.0,60.0,29.0,10.0
24918.png,27.0,10.0,19.0,1.0,29.0,28.0,4.0
24918.png,27.0,12.0,28.0,1.0,40.0,28.0,7.0
24918.png,27.0,11.0,39.0,1.0,50.0,28.0,6.0
24919.png,28.0,13.0,37.0,8.0,50.0,36.0,4.0
24919.png,28.0,17.0,51.0,9.0,68.0,37.0,6.0
24920.png,16.0,7.0,20.0,4.0,27.0,20.0,1.0
24920.png,16.0,8.0,27.0,4.0,35.0,20.0,3.0
24921.png,21.0,9.0,20.0,2.0,29.0,23.0,6.0
24921.png,21.0,12.0,25.0,2.0,37.0,23.0,4.0
24922.png,30.0,15.0,56.0,19.0,71.0,49.0,4.0
24922.png,30.0,10.0,73.0,14.0,83.0,44.0,1.0
24922.png,30.0,17.0,81.0,14.0,98.0,44.0,5.0
24923.png,45.0,27.0,40.0,7.0,67.0,52.0,5.0
24924.png,34.0,12.0,34.0,2.0,46.0,36.0,1.0
24924.png,34.0,10.0,45.0,6.0,55.0,40.0,1.0
24924.png,34.0,16.0,50.0,2.0,66.0,36.0,1.0
24925.png,42.0,18.0,35.0,6.0,53.0,48.0,1.0
24925.png,42.0,30.0,56.0,4.0,86.0,46.0,4.0
24926.png,43.0,18.0,55.0,5.0,73.0,48.0,1.0
24926.png,43.0,23.0,78.0,9.0,101.0,52.0,4.0
24927.png,68.0,29.0,99.0,21.0,128.0,89.0,2.0
24927.png,68.0,25.0,125.0,21.0,150.0,89.0,8.0
24927.png,68.0,32.0,144.0,16.0,176.0,84.0,2.0
24928.png,32.0,25.0,69.0,25.0,94.0,57.0,2.0
24928.png,32.0,24.0,88.0,22.0,112.0,54.0,8.0
24928.png,32.0,19.0,111.0,19.0,130.0,51.0,4.0
24929.png,16.0,5.0,15.0,1.0,20.0,17.0,1.0
24929.png,16.0,10.0,21.0,1.0,31.0,17.0,8.0
24929.png,16.0,9.0,32.0,1.0,41.0,17.0,7.0
24930.png,15.0,6.0,26.0,6.0,32.0,21.0,1.0
24930.png,15.0,6.0,31.0,6.0,37.0,21.0,3.0
24930.png,15.0,9.0,36.0,6.0,45.0,21.0,2.0
24931.png,23.0,11.0,27.0,4.0,38.0,27.0,2.0
24931.png,23.0,12.0,38.0,5.0,50.0,28.0,2.0
24932.png,26.0,15.0,23.0,3.0,38.0,29.0,4.0
24932.png,26.0,16.0,36.0,2.0,52.0,28.0,8.0
24932.png,26.0,11.0,52.0,1.0,63.0,27.0,7.0
24933.png,45.0,22.0,47.0,11.0,69.0,56.0,3.0
24933.png,45.0,20.0,70.0,7.0,90.0,52.0,2.0
24933.png,45.0,19.0,87.0,12.0,106.0,57.0,5.0
24934.png,69.0,23.0,64.0,6.0,87.0,75.0,1.0
24934.png,69.0,39.0,90.0,6.0,129.0,75.0,4.0
24935.png,83.0,50.0,78.0,13.0,128.0,96.0,5.0
24936.png,20.0,10.0,23.0,5.0,33.0,25.0,7.0
24936.png,20.0,9.0,32.0,8.0,41.0,28.0,7.0
24937.png,20.0,12.0,29.0,8.0,41.0,28.0,1.0
24937.png,20.0,16.0,37.0,6.0,53.0,26.0,5.0
24937.png,20.0,17.0,51.0,6.0,68.0,26.0,10.0
24938.png,20.0,4.0,21.0,2.0,25.0,22.0,1.0
24938.png,20.0,7.0,27.0,3.0,34.0,23.0,6.0
24939.png,15.0,8.0,22.0,7.0,30.0,22.0,4.0
24939.png,15.0,7.0,29.0,6.0,36.0,21.0,2.0
24940.png,42.0,27.0,87.0,25.0,114.0,67.0,2.0
24940.png,42.0,26.0,116.0,44.0,142.0,86.0,9.0
24941.png,45.0,15.0,54.0,13.0,69.0,58.0,1.0
24941.png,45.0,18.0,70.0,13.0,88.0,58.0,6.0
24942.png,59.0,27.0,48.0,6.0,75.0,65.0,1.0
24942.png,59.0,40.0,76.0,4.0,116.0,63.0,2.0
24943.png,15.0,6.0,14.0,1.0,20.0,16.0,1.0
24943.png,15.0,7.0,20.0,2.0,27.0,17.0,7.0
24944.png,15.0,5.0,15.0,1.0,20.0,16.0,1.0
24944.png,15.0,7.0,20.0,1.0,27.0,16.0,3.0
24944.png,15.0,7.0,26.0,1.0,33.0,16.0,8.0
24944.png,15.0,6.0,34.0,1.0,40.0,16.0,8.0
24945.png,42.0,20.0,42.0,6.0,62.0,48.0,2.0
24945.png,42.0,16.0,58.0,6.0,74.0,48.0,9.0
24945.png,42.0,23.0,67.0,7.0,90.0,49.0,6.0
24946.png,22.0,13.0,31.0,8.0,44.0,30.0,6.0
24947.png,48.0,30.0,47.0,7.0,77.0,55.0,6.0
24948.png,29.0,12.0,27.0,2.0,39.0,31.0,2.0
24948.png,29.0,12.0,38.0,2.0,50.0,31.0,8.0
24949.png,21.0,8.0,28.0,5.0,36.0,26.0,8.0
24949.png,21.0,9.0,35.0,5.0,44.0,26.0,5.0
24950.png,57.0,26.0,52.0,4.0,78.0,61.0,1.0
24950.png,57.0,29.0,76.0,9.0,105.0,66.0,5.0
24951.png,35.0,18.0,40.0,6.0,58.0,41.0,4.0
24951.png,35.0,20.0,62.0,8.0,82.0,43.0,4.0
24951.png,35.0,21.0,82.0,5.0,103.0,40.0,2.0
24951.png,35.0,15.0,104.0,6.0,119.0,41.0,1.0
24952.png,41.0,20.0,88.0,23.0,108.0,64.0,7.0
24953.png,19.0,16.0,14.0,1.0,30.0,20.0,2.0
24953.png,19.0,11.0,31.0,2.0,42.0,21.0,9.0
24954.png,21.0,13.0,20.0,2.0,33.0,23.0,3.0
24954.png,21.0,13.0,34.0,4.0,47.0,25.0,4.0
24955.png,21.0,16.0,30.0,5.0,46.0,26.0,5.0
24955.png,21.0,14.0,45.0,7.0,59.0,28.0,5.0
24955.png,21.0,11.0,57.0,11.0,68.0,32.0,4.0
24956.png,98.0,70.0,97.0,13.0,167.0,111.0,2.0
24956.png,98.0,51.0,169.0,16.0,220.0,114.0,1.0
24957.png,47.0,22.0,71.0,25.0,93.0,72.0,5.0
24957.png,47.0,22.0,89.0,22.0,111.0,69.0,5.0
24957.png,47.0,18.0,106.0,18.0,124.0,65.0,1.0
24958.png,53.0,30.0,38.0,1.0,68.0,54.0,4.0
24959.png,22.0,6.0,26.0,4.0,32.0,26.0,1.0
24960.png,42.0,19.0,40.0,6.0,59.0,48.0,8.0
24960.png,42.0,22.0,60.0,8.0,82.0,50.0,10.0
24961.png,15.0,6.0,15.0,1.0,21.0,16.0,1.0
24961.png,15.0,9.0,22.0,2.0,31.0,17.0,7.0
24961.png,15.0,9.0,30.0,2.0,39.0,17.0,8.0
24962.png,32.0,13.0,84.0,47.0,97.0,79.0,3.0
24962.png,32.0,15.0,96.0,50.0,111.0,82.0,6.0
24962.png,32.0,16.0,107.0,52.0,123.0,84.0,4.0
24963.png,20.0,11.0,34.0,5.0,45.0,25.0,5.0
24964.png,20.0,7.0,23.0,4.0,30.0,24.0,3.0
24964.png,20.0,7.0,31.0,3.0,38.0,23.0,9.0
24965.png,33.0,17.0,41.0,10.0,58.0,43.0,5.0
24965.png,33.0,16.0,60.0,11.0,76.0,44.0,3.0
24966.png,55.0,42.0,52.0,8.0,94.0,63.0,2.0
24966.png,55.0,33.0,93.0,5.0,126.0,60.0,4.0
24966.png,55.0,38.0,127.0,6.0,165.0,61.0,7.0
24967.png,33.0,21.0,38.0,6.0,59.0,39.0,3.0
24967.png,33.0,14.0,58.0,8.0,72.0,41.0,4.0
24967.png,33.0,15.0,72.0,8.0,87.0,41.0,5.0
24968.png,27.0,10.0,70.0,21.0,80.0,48.0,1.0
24968.png,27.0,14.0,77.0,24.0,91.0,51.0,1.0
24968.png,27.0,17.0,90.0,22.0,107.0,49.0,7.0
24968.png,27.0,16.0,103.0,23.0,119.0,50.0,4.0
24969.png,34.0,9.0,33.0,10.0,42.0,44.0,1.0
24969.png,34.0,11.0,43.0,9.0,54.0,43.0,6.0
24969.png,34.0,12.0,53.0,5.0,65.0,39.0,6.0
24970.png,37.0,15.0,79.0,29.0,94.0,66.0,2.0
24970.png,37.0,17.0,95.0,31.0,112.0,68.0,4.0
24971.png,17.0,7.0,29.0,8.0,36.0,25.0,1.0
24971.png,17.0,9.0,34.0,7.0,43.0,24.0,10.0
24972.png,62.0,46.0,71.0,17.0,117.0,79.0,8.0
24972.png,62.0,37.0,116.0,15.0,153.0,77.0,6.0
24973.png,24.0,15.0,41.0,6.0,56.0,30.0,9.0
24974.png,75.0,30.0,68.0,4.0,98.0,79.0,4.0
24974.png,75.0,33.0,100.0,8.0,133.0,83.0,3.0
24975.png,29.0,19.0,46.0,9.0,65.0,38.0,3.0
24975.png,29.0,19.0,62.0,12.0,81.0,41.0,2.0
24975.png,29.0,18.0,79.0,10.0,97.0,39.0,5.0
24976.png,33.0,14.0,41.0,8.0,55.0,41.0,4.0
24976.png,33.0,11.0,54.0,9.0,65.0,42.0,8.0
24977.png,16.0,9.0,15.0,2.0,24.0,18.0,9.0
24977.png,16.0,10.0,22.0,2.0,32.0,18.0,10.0
24978.png,41.0,30.0,151.0,64.0,181.0,105.0,3.0
24978.png,41.0,24.0,175.0,58.0,199.0,99.0,1.0
24979.png,17.0,9.0,25.0,5.0,34.0,22.0,2.0
24979.png,17.0,8.0,33.0,5.0,41.0,22.0,3.0
24980.png,33.0,19.0,27.0,1.0,46.0,34.0,7.0
24980.png,33.0,20.0,44.0,1.0,64.0,34.0,5.0
24981.png,25.0,12.0,25.0,2.0,37.0,27.0,2.0
24981.png,25.0,12.0,36.0,4.0,48.0,29.0,4.0
24982.png,23.0,9.0,23.0,8.0,32.0,31.0,1.0
24982.png,23.0,8.0,31.0,3.0,39.0,26.0,2.0
24983.png,21.0,11.0,23.0,3.0,34.0,24.0,5.0
24983.png,21.0,10.0,35.0,2.0,45.0,23.0,7.0
24984.png,23.0,17.0,23.0,4.0,40.0,27.0,9.0
24985.png,23.0,21.0,56.0,33.0,77.0,56.0,4.0
24985.png,23.0,19.0,66.0,27.0,85.0,50.0,1.0
24985.png,23.0,18.0,79.0,22.0,97.0,45.0,8.0
24986.png,18.0,10.0,17.0,1.0,27.0,19.0,3.0
24986.png,18.0,9.0,28.0,1.0,37.0,19.0,2.0
24987.png,18.0,6.0,24.0,4.0,30.0,22.0,2.0
24987.png,18.0,8.0,32.0,5.0,40.0,23.0,10.0
24988.png,34.0,15.0,49.0,15.0,64.0,49.0,6.0
24988.png,34.0,18.0,62.0,16.0,80.0,50.0,9.0
24989.png,15.0,8.0,20.0,3.0,28.0,18.0,7.0
24989.png,15.0,8.0,28.0,4.0,36.0,19.0,10.0
24990.png,31.0,18.0,64.0,21.0,82.0,52.0,4.0
24990.png,31.0,15.0,80.0,19.0,95.0,50.0,2.0
24990.png,31.0,22.0,94.0,18.0,116.0,49.0,7.0
24991.png,25.0,14.0,22.0,2.0,36.0,27.0,3.0
24991.png,25.0,9.0,36.0,2.0,45.0,27.0,1.0
24992.png,15.0,9.0,14.0,2.0,23.0,17.0,5.0
24992.png,15.0,6.0,23.0,2.0,29.0,17.0,1.0
24993.png,31.0,15.0,39.0,10.0,54.0,41.0,3.0
24993.png,31.0,13.0,55.0,11.0,68.0,42.0,4.0
24994.png,26.0,9.0,39.0,17.0,48.0,43.0,1.0
24994.png,26.0,10.0,44.0,13.0,54.0,39.0,4.0
24994.png,26.0,12.0,53.0,10.0,65.0,36.0,4.0
24995.png,28.0,11.0,9.0,5.0,20.0,33.0,6.0
24995.png,28.0,9.0,18.0,5.0,27.0,33.0,9.0
24996.png,32.0,13.0,54.0,31.0,67.0,63.0,3.0
24996.png,32.0,9.0,63.0,18.0,72.0,50.0,5.0
24996.png,32.0,11.0,70.0,12.0,81.0,44.0,1.0
24997.png,28.0,16.0,30.0,4.0,46.0,32.0,8.0
24998.png,24.0,12.0,20.0,1.0,32.0,25.0,4.0
24998.png,24.0,12.0,32.0,1.0,44.0,25.0,9.0
24999.png,25.0,13.0,29.0,1.0,42.0,26.0,3.0
24999.png,25.0,15.0,42.0,3.0,57.0,28.0,3.0
25000.png,27.0,6.0,22.0,4.0,28.0,31.0,1.0
25000.png,27.0,9.0,27.0,1.0,36.0,28.0,3.0
25000.png,27.0,9.0,35.0,2.0,44.0,29.0,10.0
25001.png,75.0,28.0,68.0,9.0,96.0,84.0,7.0
25001.png,75.0,24.0,101.0,5.0,125.0,80.0,6.0
25001.png,75.0,26.0,126.0,9.0,152.0,84.0,8.0
25002.png,28.0,12.0,23.0,1.0,35.0,29.0,1.0
25002.png,28.0,20.0,37.0,1.0,57.0,29.0,4.0
25003.png,81.0,32.0,83.0,17.0,115.0,98.0,1.0
25003.png,81.0,41.0,109.0,15.0,150.0,96.0,7.0
25004.png,19.0,5.0,23.0,1.0,28.0,20.0,1.0
25004.png,19.0,7.0,30.0,4.0,37.0,23.0,10.0
25004.png,19.0,10.0,38.0,4.0,48.0,23.0,10.0
25005.png,71.0,38.0,59.0,4.0,97.0,75.0,4.0
25005.png,71.0,45.0,94.0,4.0,139.0,75.0,5.0
25006.png,12.0,10.0,6.0,1.0,16.0,13.0,1.0
25006.png,12.0,8.0,16.0,1.0,24.0,13.0,8.0
25006.png,12.0,9.0,23.0,1.0,32.0,13.0,2.0
25006.png,12.0,10.0,30.0,1.0,40.0,13.0,3.0
25007.png,14.0,6.0,23.0,3.0,29.0,17.0,3.0
25007.png,14.0,6.0,29.0,4.0,35.0,18.0,8.0
25008.png,53.0,17.0,60.0,16.0,77.0,69.0,9.0
25008.png,53.0,19.0,78.0,12.0,97.0,65.0,8.0
25009.png,38.0,21.0,27.0,5.0,48.0,43.0,6.0
25009.png,38.0,24.0,47.0,5.0,71.0,43.0,7.0
25010.png,27.0,15.0,31.0,6.0,46.0,33.0,4.0
25010.png,27.0,13.0,47.0,3.0,60.0,30.0,5.0
25011.png,43.0,20.0,43.0,7.0,63.0,50.0,1.0
25011.png,43.0,20.0,63.0,8.0,83.0,51.0,4.0
25012.png,44.0,31.0,51.0,13.0,82.0,57.0,3.0
25012.png,44.0,18.0,82.0,10.0,100.0,54.0,7.0
25013.png,27.0,12.0,36.0,13.0,48.0,40.0,7.0
25013.png,27.0,15.0,46.0,12.0,61.0,39.0,9.0
25014.png,27.0,17.0,208.0,94.0,225.0,121.0,6.0
25014.png,27.0,13.0,224.0,91.0,237.0,118.0,7.0
25015.png,30.0,8.0,43.0,11.0,51.0,41.0,1.0
25015.png,30.0,14.0,51.0,14.0,65.0,44.0,5.0
25016.png,16.0,5.0,17.0,3.0,22.0,19.0,2.0
25016.png,16.0,7.0,22.0,3.0,29.0,19.0,2.0
25017.png,101.0,37.0,92.0,12.0,129.0,113.0,6.0
25018.png,22.0,5.0,19.0,4.0,24.0,26.0,1.0
25018.png,22.0,11.0,23.0,2.0,34.0,24.0,5.0
25018.png,22.0,9.0,32.0,3.0,41.0,25.0,4.0
25019.png,17.0,6.0,19.0,1.0,25.0,18.0,3.0
25019.png,17.0,5.0,26.0,3.0,31.0,20.0,2.0
25020.png,43.0,17.0,40.0,3.0,57.0,46.0,1.0
25020.png,43.0,16.0,56.0,4.0,72.0,47.0,4.0
25020.png,43.0,23.0,67.0,4.0,90.0,47.0,7.0
25021.png,16.0,7.0,19.0,8.0,26.0,24.0,4.0
25022.png,36.0,16.0,38.0,9.0,54.0,45.0,4.0
25022.png,36.0,15.0,52.0,7.0,67.0,43.0,5.0
25023.png,24.0,9.0,34.0,9.0,43.0,33.0,7.0
25023.png,24.0,10.0,42.0,10.0,52.0,34.0,2.0
25024.png,45.0,28.0,45.0,10.0,73.0,55.0,5.0
25025.png,24.0,7.0,22.0,1.0,29.0,25.0,5.0
25025.png,24.0,8.0,32.0,4.0,40.0,28.0,6.0
25026.png,20.0,9.0,31.0,11.0,40.0,31.0,4.0
25026.png,20.0,9.0,39.0,11.0,48.0,31.0,9.0
25027.png,21.0,10.0,28.0,5.0,38.0,26.0,3.0
25028.png,33.0,12.0,33.0,7.0,45.0,40.0,2.0
25028.png,33.0,11.0,45.0,6.0,56.0,39.0,10.0
25029.png,20.0,9.0,21.0,2.0,30.0,22.0,3.0
25029.png,20.0,7.0,32.0,1.0,39.0,21.0,6.0
25030.png,80.0,36.0,105.0,30.0,141.0,110.0,2.0
25030.png,80.0,30.0,142.0,30.0,172.0,110.0,10.0
25030.png,80.0,58.0,178.0,26.0,236.0,106.0,7.0
25031.png,110.0,56.0,134.0,54.0,190.0,164.0,4.0
25031.png,110.0,56.0,185.0,32.0,241.0,142.0,7.0
25032.png,33.0,10.0,31.0,3.0,41.0,36.0,1.0
25032.png,33.0,16.0,41.0,4.0,57.0,37.0,5.0
25033.png,15.0,7.0,23.0,8.0,30.0,23.0,3.0
25033.png,15.0,7.0,29.0,8.0,36.0,23.0,8.0
25034.png,19.0,7.0,22.0,6.0,29.0,25.0,2.0
25034.png,19.0,7.0,29.0,8.0,36.0,27.0,9.0
25035.png,21.0,10.0,37.0,10.0,47.0,31.0,5.0
25035.png,21.0,11.0,49.0,11.0,60.0,32.0,2.0
25036.png,34.0,18.0,36.0,5.0,54.0,39.0,4.0
25036.png,34.0,14.0,55.0,9.0,69.0,43.0,10.0
25037.png,54.0,29.0,60.0,12.0,89.0,66.0,7.0
25038.png,23.0,15.0,25.0,7.0,40.0,30.0,2.0
25038.png,23.0,11.0,39.0,7.0,50.0,30.0,2.0
25039.png,28.0,16.0,43.0,12.0,59.0,40.0,5.0
25040.png,34.0,9.0,38.0,6.0,47.0,40.0,1.0
25041.png,33.0,14.0,31.0,5.0,45.0,38.0,5.0
25041.png,33.0,13.0,45.0,5.0,58.0,38.0,8.0
25042.png,14.0,8.0,23.0,8.0,31.0,22.0,1.0
25042.png,14.0,9.0,30.0,8.0,39.0,22.0,5.0
25042.png,14.0,6.0,37.0,8.0,43.0,22.0,1.0
25043.png,46.0,22.0,52.0,12.0,74.0,58.0,2.0
25043.png,46.0,22.0,78.0,10.0,100.0,56.0,8.0
25044.png,35.0,17.0,118.0,25.0,135.0,60.0,2.0
25044.png,35.0,12.0,133.0,17.0,145.0,52.0,4.0
25044.png,35.0,17.0,142.0,7.0,159.0,42.0,9.0
